Age,gender,occupation,education,lifestyle,favorite,zone,activity,month,place
39,female,other,bachelor,party,travel,Samphanthawong,stand up comedy,1,Royal Paragon Hall
30,female,employee,graduate,party,travel,Bang Bon,stand up comedy,1,Royal Paragon Hall
51,female,business,bachelor,party,travel,Wang Thonglang,stand up comedy,1,Royal Paragon Hall
26,male,student,bachelor,party,concert,Bangkok Yai,stand up comedy,1,Royal Paragon Hall
50,female,enterprise,secondary,party,travel,Huai Khwang,stand up comedy,1,Royal Paragon Hall
23,female,student,secondary,party,movie,Min Buri,stand up comedy,1,Royal Paragon Hall
59,female,housewife,bachelor,party,other,Sathon,stand up comedy,1,Royal Paragon Hall
73,female,business,bachelor,party,movie,Bangkok Yai,stand up comedy,1,Royal Paragon Hall
57,female,official,graduate,party,travel,Suan Luang,stand up comedy,1,Royal Paragon Hall
52,female,enterprise,secondary,party,concert,Bangkok Noi,stand up comedy,1,Royal Paragon Hall
38,male,other,primary,party,travel,Pom Prap Sattru Phai,stand up comedy,1,Royal Paragon Hall
32,female,employee,graduate,party,travel,Wang Thonglang,stand up comedy,1,Royal Paragon Hall
41,female,employee,graduate,party,movie,Bang Rak,stand up comedy,1,Royal Paragon Hall
20,male,student,secondary,party,movie,Lak Si,stand up comedy,1,Royal Paragon Hall
36,male,business,graduate,party,sport,Prawet,stand up comedy,1,Royal Paragon Hall
24,female,student,bachelor,party,concert,Taling Chan,stand up comedy,1,Royal Paragon Hall
47,female,employee,bachelor,party,travel,Wang Thonglang,stand up comedy,1,Royal Paragon Hall
67,female,business,secondary,party,travel,Dusit,stand up comedy,1,Royal Paragon Hall
27,male,unemployed,bachelor,party,concert,Chom Thong,stand up comedy,1,Royal Paragon Hall
34,female,official,graduate,party,movie,Thung Khru,stand up comedy,1,Royal Paragon Hall
33,female,employee,bachelor,party,concert,Saphan Sung,stand up comedy,1,Royal Paragon Hall
51,female,business,other,party,family,Yan Nawa,stand up comedy,1,Royal Paragon Hall
46,female,business,bachelor,party,travel,Bang Rak,stand up comedy,1,Royal Paragon Hall
40,male,employee,graduate,party,concert,Chatuchak,stand up comedy,1,Royal Paragon Hall
27,female,student,bachelor,party,travel,Chatuchak,stand up comedy,1,Royal Paragon Hall
51,female,business,bachelor,party,movie,Samphanthawong,stand up comedy,1,Royal Paragon Hall
34,female,employee,bachelor,party,concert,Huai Khwang,stand up comedy,1,Royal Paragon Hall
40,male,business,graduate,party,concert,Bang Na,stand up comedy,1,Royal Paragon Hall
25,male,student,bachelor,party,sport,Pom Prap Sattru Phai,stand up comedy,1,Royal Paragon Hall
14,female,employee,bachelor,party,travel,Wang Thonglang,stand up comedy,1,Royal Paragon Hall
65,female,retire,bachelor,party,travel,Phra Khanong,stand up comedy,1,Royal Paragon Hall
32,female,business,bachelor,party,concert,Wang Thonglang,stand up comedy,1,Royal Paragon Hall
60,female,business,diploma,party,travel,Phasi Charoen,stand up comedy,1,Royal Paragon Hall
48,female,employee,bachelor,party,travel,Bang Kho Laem,stand up comedy,1,Royal Paragon Hall
53,female,business,bachelor,party,sport,Din Daeng,stand up comedy,1,Royal Paragon Hall
40,male,housewife,secondary,party,travel,Thawi Watthana,stand up comedy,1,Royal Paragon Hall
41,female,employee,bachelor,party,travel,Wang Thonglang,stand up comedy,1,Royal Paragon Hall
47,female,business,bachelor,party,travel,Chatuchak,stand up comedy,1,Royal Paragon Hall
54,male,official,bachelor,party,travel,Bang Khen,stand up comedy,1,Royal Paragon Hall
35,male,business,bachelor,party,travel,Wang Thonglang,stand up comedy,1,Royal Paragon Hall
24,female,student,secondary,party,concert,Din Daeng,stand up comedy,1,Royal Paragon Hall
46,male,business,graduate,party,concert,Bang Khae,stand up comedy,1,Royal Paragon Hall
10,female,student,primary,party,travel,Samphanthawong,stand up comedy,1,Royal Paragon Hall
35,female,freelance,bachelor,party,movie,Bang Phlat,stand up comedy,1,Royal Paragon Hall
43,female,business,bachelor,party,travel,Bang Khen,stand up comedy,1,Royal Paragon Hall
23,male,business,other,party,concert,Lat Phrao,stand up comedy,1,Royal Paragon Hall
37,male,employee,graduate,party,concert,Phra Khanong,stand up comedy,1,Royal Paragon Hall
44,female,business,graduate,party,travel,Watthana,stand up comedy,1,Royal Paragon Hall
42,male,business,diploma,party,travel,Bang Sue,stand up comedy,1,Royal Paragon Hall
66,male,business,bachelor,party,concert,Bang Sue,stand up comedy,1,Royal Paragon Hall
48,male,business,diploma,party,travel,Thon Buri,stand up comedy,1,Royal Paragon Hall
36,female,employee,graduate,party,travel,Bang Sue,stand up comedy,1,Royal Paragon Hall
64,female,retire,bachelor,party,travel,Din Daeng,stand up comedy,1,Royal Paragon Hall
62,male,business,secondary,party,sport,Samphanthawong,stand up comedy,1,Royal Paragon Hall
24,female,student,bachelor,party,travel,Watthana,stand up comedy,1,Royal Paragon Hall
20,female,student,other,party,concert,Sai Mai,stand up comedy,1,Royal Paragon Hall
50,male,employee,graduate,party,concert,Lat Phrao,stand up comedy,1,Royal Paragon Hall
37,female,other,bachelor,party,travel,Nong Khaem,stand up comedy,1,Royal Paragon Hall
45,female,business,graduate,party,travel,Watthana,stand up comedy,1,Royal Paragon Hall
36,female,employee,bachelor,party,travel,Bang Kho Laem,stand up comedy,1,Royal Paragon Hall
17,male,student,secondary,party,concert,Pom Prap Sattru Phai,stand up comedy,1,Royal Paragon Hall
29,female,employee,bachelor,party,travel,Nong Khaem,stand up comedy,1,Royal Paragon Hall
46,female,employee,graduate,party,travel,Huai Khwang,stand up comedy,1,Royal Paragon Hall
46,female,business,bachelor,party,travel,Phasi Charoen,stand up comedy,1,Royal Paragon Hall
35,female,employee,bachelor,party,movie,Chom Thong,stand up comedy,1,Royal Paragon Hall
24,male,freelance,bachelor,party,sport,Bang Phlat,stand up comedy,1,Royal Paragon Hall
46,female,other,bachelor,party,travel,Lat Phrao,stand up comedy,1,Royal Paragon Hall
31,male,business,bachelor,party,travel,Bang Na,stand up comedy,1,Royal Paragon Hall
22,female,student,other,party,concert,Thon Buri,stand up comedy,1,Royal Paragon Hall
19,male,student,secondary,party,sport,Phra Nakhon,stand up comedy,1,Royal Paragon Hall
58,female,official,graduate,party,travel,Don Mueang,stand up comedy,1,Royal Paragon Hall
47,female,business,bachelor,party,travel,Din Daeng,stand up comedy,1,Royal Paragon Hall
35,male,employee,bachelor,party,concert,Thon Buri,stand up comedy,1,Royal Paragon Hall
33,female,employee,bachelor,party,travel,Din Daeng,stand up comedy,1,Royal Paragon Hall
65,female,housewife,bachelor,party,travel,Khlong Toei,stand up comedy,1,Royal Paragon Hall
30,female,employee,graduate,party,travel,Suan Luang,stand up comedy,1,Royal Paragon Hall
29,female,employee,bachelor,party,travel,Bueng Kum,stand up comedy,1,Royal Paragon Hall
67,female,retire,bachelor,party,travel,Sathon,stand up comedy,1,Royal Paragon Hall
57,female,business,secondary,party,family,Khlong Sam Wa,stand up comedy,1,Royal Paragon Hall
46,male,business,bachelor,party,family,Bang Rak,stand up comedy,1,Royal Paragon Hall
23,male,student,bachelor,party,travel,Bang Sue,stand up comedy,1,Royal Paragon Hall
53,male,employee,other,party,family,Thawi Watthana,stand up comedy,1,Royal Paragon Hall
43,female,employee,bachelor,party,travel,Bang Khen,stand up comedy,1,Royal Paragon Hall
27,male,business,bachelor,party,travel,Bang Bon,stand up comedy,1,Royal Paragon Hall
31,female,employee,graduate,party,travel,Bang Khae,stand up comedy,1,Royal Paragon Hall
17,female,student,secondary,party,extreme,Suan Luang,stand up comedy,1,Royal Paragon Hall
41,female,business,bachelor,party,travel,Bang Khae,stand up comedy,1,Royal Paragon Hall
24,female,student,bachelor,party,travel,Chatuchak,stand up comedy,1,Royal Paragon Hall
49,male,business,secondary,party,travel,Thon Buri,stand up comedy,1,Royal Paragon Hall
47,male,business,secondary,party,concert,Thung Khru,stand up comedy,1,Royal Paragon Hall
45,female,business,bachelor,party,travel,Din Daeng,stand up comedy,1,Royal Paragon Hall
31,female,business,graduate,party,travel,Bang Phlat,stand up comedy,1,Royal Paragon Hall
38,female,business,bachelor,party,movie,Thawi Watthana,stand up comedy,1,Royal Paragon Hall
28,female,employee,graduate,party,travel,Bang Khae,stand up comedy,1,Royal Paragon Hall
14,male,student,primary,party,other,Thawi Watthana,stand up comedy,1,Royal Paragon Hall
49,female,official,diploma,party,travel,Sai Mai,stand up comedy,1,Royal Paragon Hall
64,female,retire,graduate,party,family,Lat Phrao,stand up comedy,1,Royal Paragon Hall
53,female,business,secondary,party,family,Yan Nawa,stand up comedy,1,Royal Paragon Hall
50,female,business,secondary,party,family,Nong Chok,stand up comedy,1,Royal Paragon Hall
51,male,other,diploma,party,movie,Pathum Wan,stand up comedy,1,Royal Paragon Hall
49,female,business,bachelor,party,concert,Bang Bon,stand up comedy,1,Royal Paragon Hall
28,male,business,bachelor,party,travel,Chom Thong,stand up comedy,1,Royal Paragon Hall
62,female,retire,bachelor,party,movie,Yan Nawa,stand up comedy,1,Royal Paragon Hall
28,male,employee,bachelor,party,sport,Yan Nawa,stand up comedy,1,Royal Paragon Hall
28,female,other,other,party,travel,Prawet,stand up comedy,1,Royal Paragon Hall
53,male,employee,bachelor,party,travel,Min Buri,stand up comedy,1,Royal Paragon Hall
28,female,business,bachelor,party,family,Ratchathewi,stand up comedy,1,Royal Paragon Hall
27,female,business,bachelor,party,travel,Bang Phlat,stand up comedy,1,Royal Paragon Hall
20,female,student,bachelor,party,travel,Bang Kapi,stand up comedy,1,Royal Paragon Hall
45,female,employee,bachelor,party,travel,Khan Na Yao,stand up comedy,1,Royal Paragon Hall
24,male,other,bachelor,party,travel,Samphanthawong,stand up comedy,1,Royal Paragon Hall
24,female,student,bachelor,party,movie,Huai Khwang,stand up comedy,1,Royal Paragon Hall
35,female,employee,graduate,party,movie,Prawet,stand up comedy,1,Royal Paragon Hall
37,male,business,graduate,party,travel,Ratchathewi,stand up comedy,1,Royal Paragon Hall
24,female,student,bachelor,party,travel,Bang Khun Thian,stand up comedy,1,Royal Paragon Hall
4,female,employee,bachelor,party,movie,Bangkok Yai,stand up comedy,1,Royal Paragon Hall
26,female,business,bachelor,party,travel,Phra Khanong,stand up comedy,1,Royal Paragon Hall
41,female,employee,other,party,travel,Taling Chan,stand up comedy,1,Royal Paragon Hall
24,female,student,secondary,party,concert,Thon Buri,stand up comedy,1,Royal Paragon Hall
28,female,business,bachelor,party,travel,Phaya Thai,stand up comedy,1,Royal Paragon Hall
27,male,business,bachelor,party,concert,Wang Thonglang,stand up comedy,1,Royal Paragon Hall
28,female,employee,bachelor,party,travel,Khlong Toei,stand up comedy,1,Royal Paragon Hall
37,male,business,bachelor,party,concert,Phasi Charoen,stand up comedy,1,Royal Paragon Hall
22,female,business,bachelor,party,concert,Phaya Thai,stand up comedy,1,Royal Paragon Hall
50,female,employee,graduate,party,concert,Thon Buri,stand up comedy,1,Royal Paragon Hall
32,female,business,bachelor,party,extreme,Chatuchak,stand up comedy,1,Royal Paragon Hall
32,female,business,graduate,party,concert,Bang Kho Laem,stand up comedy,1,Royal Paragon Hall
47,male,employee,graduate,party,family,Din Daeng,stand up comedy,1,Royal Paragon Hall
47,male,employee,graduate,party,family,Din Daeng,stand up comedy,1,Royal Paragon Hall
14,male,other,primary,party,travel,Khlong Toei,stand up comedy,1,Royal Paragon Hall
4,male,employee,graduate,party,travel,Khlong San,stand up comedy,1,Royal Paragon Hall
33,male,business,bachelor,party,travel,Bang Na,stand up comedy,1,Royal Paragon Hall
51,male,business,bachelor,party,concert,Chatuchak,stand up comedy,1,Royal Paragon Hall
42,male,business,graduate,party,travel,Chatuchak,stand up comedy,1,Royal Paragon Hall
22,male,student,other,party,movie,Chatuchak,stand up comedy,1,Royal Paragon Hall
31,male,employee,bachelor,party,concert,Bang Kapi,stand up comedy,1,Royal Paragon Hall
51,female,business,other,party,travel,Suan Luang,stand up comedy,1,Royal Paragon Hall
31,male,student,bachelor,party,travel,Samphanthawong,stand up comedy,1,Royal Paragon Hall
47,female,freelance,bachelor,party,travel,Bueng Kum,stand up comedy,1,Royal Paragon Hall
23,female,student,secondary,party,concert,Min Buri,stand up comedy,1,Royal Paragon Hall
32,female,employee,graduate,party,travel,Phaya Thai,stand up comedy,1,Royal Paragon Hall
51,male,business,secondary,party,movie,Sathon,stand up comedy,1,Royal Paragon Hall
35,female,official,bachelor,party,travel,Bangkok Noi,stand up comedy,1,Royal Paragon Hall
29,female,employee,bachelor,party,travel,Rat Burana,stand up comedy,1,Royal Paragon Hall
31,female,business,secondary,party,movie,Bang Khen,stand up comedy,1,Royal Paragon Hall
44,male,business,graduate,party,concert,Watthana,stand up comedy,1,Royal Paragon Hall
25,male,student,bachelor,party,travel,Sathon,stand up comedy,1,Royal Paragon Hall
52,male,business,bachelor,party,concert,Min Buri,stand up comedy,1,Royal Paragon Hall
47,female,enterprise,bachelor,party,concert,Lat Phrao,stand up comedy,1,Royal Paragon Hall
47,male,official,graduate,party,movie,Lat Phrao,stand up comedy,1,Royal Paragon Hall
31,female,other,bachelor,party,travel,Dusit,stand up comedy,1,Royal Paragon Hall
34,male,other,graduate,party,travel,Lat Phrao,stand up comedy,1,Royal Paragon Hall
29,female,employee,bachelor,party,travel,Pathum Wan,stand up comedy,1,Royal Paragon Hall
27,female,employee,bachelor,party,travel,Sathon,stand up comedy,1,Royal Paragon Hall
32,male,employee,bachelor,party,movie,Bang Kapi,stand up comedy,1,Royal Paragon Hall
47,female,housewife,bachelor,party,movie,Yan Nawa,stand up comedy,1,Royal Paragon Hall
40,female,employee,bachelor,party,concert,Bang Rak,stand up comedy,1,Royal Paragon Hall
26,female,employee,bachelor,party,travel,Samphanthawong,stand up comedy,1,Royal Paragon Hall
54,female,official,graduate,party,travel,Chom Thong,stand up comedy,1,Royal Paragon Hall
7,female,other,bachelor,party,rally,Watthana,stand up comedy,1,Royal Paragon Hall
27,male,student,bachelor,party,concert,Saphan Sung,stand up comedy,1,Royal Paragon Hall
45,female,business,diploma,party,concert,Chatuchak,stand up comedy,1,Royal Paragon Hall
42,female,business,bachelor,party,travel,Bang Khae,stand up comedy,1,Royal Paragon Hall
30,female,other,bachelor,party,movie,Phaya Thai,stand up comedy,1,Royal Paragon Hall
30,female,employee,bachelor,party,movie,Khlong Toei,stand up comedy,1,Royal Paragon Hall
48,male,business,secondary,party,concert,Pom Prap Sattru Phai,stand up comedy,1,Royal Paragon Hall
37,female,employee,bachelor,party,travel,Rat Burana,stand up comedy,1,Royal Paragon Hall
61,male,employee,bachelor,party,travel,Phaya Thai,stand up comedy,1,Royal Paragon Hall
36,male,employee,graduate,party,travel,Watthana,stand up comedy,1,Royal Paragon Hall
57,female,other,graduate,party,travel,Min Buri,stand up comedy,1,Royal Paragon Hall
40,female,employee,bachelor,party,travel,Lat Phrao,stand up comedy,1,Royal Paragon Hall
32,male,business,graduate,party,movie,Sai Mai,stand up comedy,1,Royal Paragon Hall
32,male,employee,bachelor,party,concert,Bang Khae,stand up comedy,1,Royal Paragon Hall
53,male,business,bachelor,party,rally,Bang Khen,stand up comedy,1,Royal Paragon Hall
37,male,employee,bachelor,party,concert,Khan Na Yao,stand up comedy,1,Royal Paragon Hall
33,female,employee,bachelor,party,concert,Phra Khanong,stand up comedy,1,Royal Paragon Hall
49,male,business,secondary,party,extreme,Yan Nawa,stand up comedy,1,Royal Paragon Hall
39,female,employee,graduate,party,movie,Khlong San,stand up comedy,1,Royal Paragon Hall
33,female,employee,graduate,party,travel,Phaya Thai,stand up comedy,1,Royal Paragon Hall
49,male,business,secondary,party,travel,Bang Na,stand up comedy,1,Royal Paragon Hall
30,female,employee,bachelor,party,movie,Phaya Thai,stand up comedy,1,Royal Paragon Hall
21,female,student,primary,party,family,Bueng Kum,stand up comedy,1,Royal Paragon Hall
55,male,business,secondary,party,travel,Pom Prap Sattru Phai,stand up comedy,1,Royal Paragon Hall
42,male,business,bachelor,party,travel,Khlong San,stand up comedy,1,Royal Paragon Hall
38,male,business,bachelor,party,family,Khlong Toei,stand up comedy,1,Royal Paragon Hall
30,female,business,graduate,party,concert,Huai Khwang,stand up comedy,1,Royal Paragon Hall
26,female,employee,bachelor,party,travel,Bang Phlat,stand up comedy,1,Royal Paragon Hall
58,male,official,graduate,party,travel,Chatuchak,stand up comedy,1,Royal Paragon Hall
50,female,employee,bachelor,party,concert,Saphan Sung,stand up comedy,1,Royal Paragon Hall
25,female,student,bachelor,party,movie,Pom Prap Sattru Phai,stand up comedy,1,Royal Paragon Hall
59,female,business,diploma,party,concert,Watthana,stageplay,2,Rachadalai Theatre
43,female,freelance,bachelor,party,travel,Khlong Sam Wa,stageplay,3,Rachadalai Theatre
29,female,student,graduate,party,movie,Watthana,stageplay,2,Rachadalai Theatre
26,female,student,bachelor,party,travel,Watthana,stageplay,2,Rachadalai Theatre
48,male,employee,bachelor,party,celebrity,Khlong Sam Wa,stageplay,3,Rachadalai Theatre
21,female,student,secondary,party,travel,Don Mueang,movie,12,Office
27,female,employee,bachelor,party,movie,Wang Thonglang,movie,12,Office
38,female,official,bachelor,party,movie,Khan Na Yao,movie,12,Office
52,male,employee,other,party,travel,Min Buri,movie,12,Office
29,male,employee,bachelor,party,travel,Watthana,movie,12,Office
40,female,official,graduate,party,travel,Don Mueang,movie,12,Office
42,male,business,bachelor,party,travel,Rat Burana,movie,12,Office
5,female,employee,graduate,party,travel,Nong Chok,movie,12,Office
41,female,employee,secondary,party,travel,Taling Chan,movie,12,Office
29,female,business,secondary,party,family,Chatuchak,movie,12,Office
20,female,other,diploma,party,travel,Ratchathewi,movie,12,Office
22,female,other,diploma,party,travel,Ratchathewi,movie,12,Office
35,male,employee,bachelor,party,concert,Thon Buri,movie,12,Office
40,female,business,bachelor,party,concert,Wang Thonglang,movie,12,Office
29,male,employee,bachelor,party,travel,Ratchathewi,movie,12,Office
23,male,student,bachelor,party,concert,Bang Khen,journey,12,Phrae and Nan
23,male,student,bachelor,party,concert,Bang Khen,journey,12,Phrae and Nan
55,male,business,secondary,party,travel,Bang Kho Laem,journey,11,Phrae and Nan
48,female,freelance,bachelor,party,travel,Bueng Kum,journey,12,Phrae and Nan
38,female,business,bachelor,party,travel,Bangkok Yai,nature,5,Khao Yai
60,female,business,bachelor,party,travel,Bang Khen,nature,5,Khao Yai
38,female,business,bachelor,party,movie,Pom Prap Sattru Phai,nature,5,Khao Yai
43,female,employee,bachelor,party,family,Bang Khun Thian,nature,5,Khao Yai
57,female,business,bachelor,party,concert,Wang Thonglang,nature,5,Khao Yai
51,female,employee,secondary,party,concert,Din Daeng,nature,5,Khao Yai
54,female,business,bachelor,party,travel,Sathon,nature,6,Khao Yai
54,female,official,graduate,party,travel,Khlong San,nature,6,Khao Yai
27,male,student,bachelor,party,travel,Wang Thonglang,nature,5,Khao Yai
46,female,business,diploma,party,travel,Chom Thong,nature,5,Khao Yai
29,female,student,bachelor,party,concert,Wang Thonglang,nature,5,Khao Yai
62,male,business,secondary,party,concert,Samphanthawong,culture,2,Navy Hall
25,female,student,bachelor,party,concert,Pom Prap Sattru Phai,culture,2,Navy Hall
54,female,official,graduate,party,travel,Khan Na Yao,culture,2,Navy Hall
51,female,business,bachelor,party,movie,Samphanthawong,culture,2,Navy Hall
45,female,housewife,bachelor,party,travel,Prawet,culture,2,Navy Hall
35,female,employee,graduate,party,travel,Ratchathewi,culture,2,Navy Hall
22,female,student,other,party,concert,Thon Buri,culture,2,Navy Hall
26,female,student,bachelor,party,travel,Pathum Wan,culture,2,Navy Hall
25,male,student,bachelor,party,travel,Sathon,culture,2,Navy Hall
49,female,business,secondary,party,travel,Don Mueang,culture,7,Ayutthaya
38,male,employee,bachelor,party,travel,Rat Burana,culture,7,Ayutthaya
50,female,housewife,graduate,party,travel,Wang Thonglang,culture,7,Ayutthaya
17,female,student,secondary,party,movie,Bang Kho Laem,culture,7,Ayutthaya
51,female,business,secondary,party,travel,Khlong Toei,culture,7,Ayutthaya
49,male,business,secondary,party,travel,Thon Buri,culture,7,Ayutthaya
53,female,business,secondary,party,family,Yan Nawa,culture,6,Ayutthaya
62,male,employee,bachelor,party,travel,Chatuchak,culture,6,Ayutthaya
55,female,business,diploma,party,travel,Phaya Thai,culture,7,Ayutthaya
49,male,business,secondary,party,travel,Thon Buri,culture,7,Ayutthaya
55,female,business,diploma,party,travel,Phaya Thai,culture,7,Ayutthaya
69,female,housewife,bachelor,party,travel,Bang Kapi,stageplay,10,Rachadalai Theatre
62,male,business,secondary,party,concert,Samphanthawong,stageplay,9,Rachadalai Theatre
57,female,other,bachelor,party,travel,Huai Khwang,stageplay,9,Rachadalai Theatre
31,female,employee,bachelor,party,concert,Huai Khwang,stageplay,9,Rachadalai Theatre
40,male,other,secondary,party,travel,Chatuchak,stageplay,9,Rachadalai Theatre
47,male,employee,bachelor,party,concert,Bang Kapi,stageplay,9,Rachadalai Theatre
31,male,business,graduate,party,movie,Bang Bon,stageplay,9,Rachadalai Theatre
49,female,employee,graduate,party,concert,Sathon,stageplay,9,Rachadalai Theatre
66,female,housewife,diploma,party,family,Bang Khen,stageplay,9,Rachadalai Theatre
34,female,employee,bachelor,party,movie,Chatuchak,stageplay,9,Rachadalai Theatre
61,female,housewife,primary,party,concert,Phaya Thai,stageplay,9,Rachadalai Theatre
49,female,employee,bachelor,party,movie,Pathum Wan,stageplay,9,Rachadalai Theatre
51,female,other,diploma,party,travel,Chom Thong,stageplay,10,Rachadalai Theatre
29,male,business,bachelor,party,rally,Phra Nakhon,stageplay,9,Rachadalai Theatre
22,male,student,bachelor,party,concert,Pom Prap Sattru Phai,stageplay,9,Rachadalai Theatre
43,female,business,bachelor,party,travel,Bang Khen,stageplay,9,Rachadalai Theatre
47,male,employee,graduate,party,concert,Bueng Kum,stageplay,9,Rachadalai Theatre
36,male,business,graduate,party,travel,Watthana,stageplay,9,Rachadalai Theatre
32,female,other,bachelor,party,concert,Chatuchak,stageplay,10,Rachadalai Theatre
38,female,employee,bachelor,party,travel,Thung Khru,stageplay,9,Rachadalai Theatre
48,female,employee,diploma,party,concert,Pathum Wan,stageplay,9,Rachadalai Theatre
49,male,business,secondary,party,travel,Pom Prap Sattru Phai,stageplay,10,Rachadalai Theatre
32,female,employee,bachelor,party,movie,Sathon,stageplay,9,Rachadalai Theatre
57,male,business,bachelor,party,concert,Bang Kapi,stageplay,9,Rachadalai Theatre
4,male,student,primary,party,movie,Don Mueang,stageplay,9,Rachadalai Theatre
26,female,employee,bachelor,party,concert,Pom Prap Sattru Phai,stageplay,9,Rachadalai Theatre
30,female,employee,graduate,party,travel,Bang Bon,stageplay,9,Rachadalai Theatre
24,female,business,bachelor,party,travel,Bueng Kum,stageplay,9,Rachadalai Theatre
40,female,employee,bachelor,party,concert,Bang Khen,stageplay,9,Rachadalai Theatre
28,female,employee,bachelor,party,travel,Bangkok Yai,stageplay,9,Rachadalai Theatre
53,female,employee,bachelor,party,travel,Bang Kapi,stageplay,9,Rachadalai Theatre
30,male,employee,bachelor,party,sport,Huai Khwang,stageplay,9,Rachadalai Theatre
47,female,employee,diploma,party,movie,Khan Na Yao,stageplay,9,Rachadalai Theatre
42,male,employee,graduate,party,concert,Bang Phlat,stageplay,9,Rachadalai Theatre
44,female,business,diploma,party,travel,Chom Thong,stageplay,10,Rachadalai Theatre
32,female,employee,bachelor,party,travel,Bang Kho Laem,stageplay,10,Rachadalai Theatre
14,female,student,primary,party,concert,Sai Mai,stageplay,9,Rachadalai Theatre
15,male,other,primary,party,travel,Bueng Kum,stageplay,9,Rachadalai Theatre
55,female,business,graduate,party,concert,Phaya Thai,stageplay,9,Rachadalai Theatre
48,female,employee,bachelor,party,travel,Saphan Sung,stageplay,9,Rachadalai Theatre
51,female,business,bachelor,party,movie,Samphanthawong,stageplay,9,Rachadalai Theatre
26,female,student,bachelor,party,movie,Saphan Sung,stageplay,9,Rachadalai Theatre
36,female,enterprise,graduate,party,concert,Lat Phrao,stageplay,9,Rachadalai Theatre
48,female,employee,graduate,party,family,Bang Sue,stageplay,10,Rachadalai Theatre
33,female,employee,graduate,party,concert,Samphanthawong,stageplay,9,Rachadalai Theatre
38,female,employee,bachelor,party,rally,Chatuchak,stageplay,9,Rachadalai Theatre
23,female,student,bachelor,party,concert,Pom Prap Sattru Phai,stageplay,9,Rachadalai Theatre
35,female,employee,bachelor,party,concert,Phaya Thai,stageplay,9,Rachadalai Theatre
31,male,employee,bachelor,party,concert,Bang Rak,stageplay,9,Rachadalai Theatre
47,female,business,bachelor,party,travel,Chatuchak,stageplay,10,Rachadalai Theatre
54,male,official,bachelor,party,travel,Bang Khen,stageplay,9,Rachadalai Theatre
57,female,business,bachelor,party,concert,Wang Thonglang,stageplay,9,Rachadalai Theatre
12,female,student,primary,party,travel,Bang Kapi,stageplay,9,Rachadalai Theatre
53,male,enterprise,graduate,party,concert,Bang Phlat,stageplay,9,Rachadalai Theatre
37,male,employee,graduate,party,concert,Phra Khanong,stageplay,9,Rachadalai Theatre
61,male,official,bachelor,party,travel,Phra Nakhon,stageplay,9,Rachadalai Theatre
48,male,business,diploma,party,travel,Thon Buri,stageplay,9,Rachadalai Theatre
37,female,other,secondary,party,travel,Chatuchak,stageplay,10,Rachadalai Theatre
56,female,business,bachelor,party,travel,Bang Khen,stageplay,9,Rachadalai Theatre
22,female,student,secondary,party,travel,Bang Sue,stageplay,9,Rachadalai Theatre
22,female,student,other,party,concert,Thon Buri,stageplay,9,Rachadalai Theatre
41,female,employee,graduate,party,travel,Dusit,stageplay,9,Rachadalai Theatre
23,male,student,bachelor,party,travel,Bang Sue,stageplay,9,Rachadalai Theatre
43,female,employee,graduate,party,concert,Huai Khwang,stageplay,9,Rachadalai Theatre
57,female,business,bachelor,party,travel,Bang Rak,stageplay,9,Rachadalai Theatre
48,female,employee,secondary,party,concert,Khlong Sam Wa,stageplay,9,Rachadalai Theatre
27,female,employee,bachelor,party,travel,Bangkok Yai,stageplay,9,Rachadalai Theatre
53,male,business,bachelor,party,travel,Bang Rak,stageplay,10,Rachadalai Theatre
52,female,housewife,graduate,party,travel,Ratchathewi,stageplay,9,Rachadalai Theatre
47,female,employee,secondary,party,travel,Bang Na,stageplay,10,Rachadalai Theatre
22,male,student,bachelor,party,concert,Thawi Watthana,stageplay,9,Rachadalai Theatre
51,female,business,bachelor,party,travel,Samphanthawong,stageplay,10,Rachadalai Theatre
9,female,business,secondary,party,family,Din Daeng,stageplay,9,Rachadalai Theatre
45,female,employee,bachelor,party,travel,Khan Na Yao,stageplay,9,Rachadalai Theatre
30,male,employee,bachelor,party,travel,Phaya Thai,stageplay,9,Rachadalai Theatre
24,female,student,bachelor,party,movie,Huai Khwang,stageplay,9,Rachadalai Theatre
41,male,student,primary,party,rally,Sai Mai,stageplay,9,Rachadalai Theatre
46,female,housewife,diploma,party,travel,Chatuchak,stageplay,9,Rachadalai Theatre
4,female,employee,bachelor,party,movie,Bangkok Yai,stageplay,9,Rachadalai Theatre
56,female,housewife,bachelor,party,rally,Bang Kapi,stageplay,9,Rachadalai Theatre
43,female,business,bachelor,party,travel,Phra Nakhon,stageplay,9,Rachadalai Theatre
29,male,student,bachelor,party,movie,Chatuchak,stageplay,9,Rachadalai Theatre
27,female,employee,bachelor,party,travel,Rat Burana,stageplay,9,Rachadalai Theatre
48,male,business,secondary,party,concert,Huai Khwang,stageplay,9,Rachadalai Theatre
21,female,student,bachelor,party,concert,Din Daeng,stageplay,9,Rachadalai Theatre
48,male,official,graduate,party,family,Nong Khaem,stageplay,9,Rachadalai Theatre
72,female,official,secondary,party,travel,Phra Nakhon,stageplay,9,Rachadalai Theatre
61,female,other,other,party,travel,Pom Prap Sattru Phai,stageplay,11,Rachadalai Theatre
45,female,business,bachelor,party,family,Bueng Kum,stageplay,9,Rachadalai Theatre
